ID,Name,Type,HP,HP Recovery Rate,MP,MP Recovery Rate,TP,ATK,DEF,MAG,MND,SPD,EVA,ACC,HP Base Value,ATK Base Value,DEF Base Value,MAG Base Value,MND Base Value,SPD Base Value,FIR,CLD,WND,NTR,MYS,SPI,DRK,PHY,PSN,PAR,HVY,SHK,TRR,SIL,DTH,DBF,Special,Desc1,Desc2,Desc3,Desc4
369,More Mysterious Scroll,sub,0,0,0,0,0,0,0,188.0,124.0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,,An extremely rare scroll from the More Magical Dungeon. It can't be seen,"without things like a Shadow Ring, though you can still pick it up, which","shows a ""Picked up ."" message and your item list will have a blank space.",MAG +188% MND +124% EVA +24 DBF +60
370,Transforman,sub,80.0,0,0,0,0,80.0,80.0,80.0,80.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,An item that allows you access to all the jobs at the start of a new game.,"Having access to all 90 jobs and their respective skills sounds strong, but",there are several jobs which need link cabling or quest items first.,All Stats +80%
371,Mark2 Lancer Assault Rifle,sub,199.0,0,0,0,0,124.0,124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,48.0,0,,"Staple assault rifle of the army ...Which makes it sound normal, except for",the chainsaw where the bayonet should be. As dynamic as it sounds.,"Slicing up stomachs works decently even on Insane, so get chainsawing!",HP +199% ATK/DEF +124% TRR/DTH +48
372,Zero-Shift Program,sub,72.0,0,0,0,0,72.0,0,72.0,164.0,164.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A program which was essentially made to implant certain things into the,"main heroine. ...Which is what half the main game is about, more or",less. Zero-Shift is so strong that it changes the game once you get it.,HP/ATK/MAG +72% SPD/MND +164% EVA +36
373,"Copy Ability ""Smash""",sub,144.0,0,0,0,0,144.0,72.0,0,72.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,,"A copy ability acquired by eating the strongest hand. Efficient and useful,",allowing access to three different kinds of weapons. Also helpful for,"exploration by pounding stakes, cutting strings, etc with just one copy.",HP/ATK +144% DEF/MND/SPD +72% SHK +64
374,SwifteRock Hammer,sub,0,0,0,0,0,256.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,32.0,0,,Hammer forged from SwifteRock. Only hammers and axes should use it,over DiorWood as the primary material. Full freedom in naming weapons was,good fun as a kid - just don't look back on it again when you're an adult.,ATK +256% DEF +120% SHK/DTH +32
375,Dragon God Sword,sub,0,0,0,0,0,64.0,0,244.0,64.0,0,0,0,0,0,0,0,0,0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0,0,0,0,0,0,0,0,0,,"A sword with the power of Thunder God and Wind God, enhanced by an inserted","Dragon Orb. Besides amplifying the power of the God Swords, it also","enhances the other six orbs, giving the holder even more abilities to use.",MAG +244% ATK/MND +64% FIR/CLD/WND/NTR/MYS/SPI/DRK +32
376,Noon Queen,sub,0,0,0,0,0,0,144.0,0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,40.0,0,0,0,0,0,0,40.0,,A miraculous shield that can reduce damage taken during daytime by,"60%. Very strong. It does increase damage taken at night, but most of those","are instant KOs anyway, and there's no night in the Tunnel of Origins too.",DEF/MND +144% SPI +100 PSN/DBF +40
377,Breach Bomb,sub,176.0,0,1.0,0,3.0,0,0,176.0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,0,0,0,0,0,0,0,,A weapon that self-teleports over short distances and ignores shields to,"damage the enemy's systems and create a breach, causing crew suffocation",deaths. Fire another one when the repair squad arrives for more carnage.,HP/MAG +176% MP +1 TP +3 EVA +32 DRK +88
378,D-Ratio 1/4,sub,256.0,0,0,0,0,64.0,64.0,64.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Used to denote ability to link with dragons. Original is 1/1, dragon copy","is 1/2, and a human's highest possible ratio is 1/4. 1/64 and above are",basically elites. Going for 1/4 means preparing from the first playthrough.,"HP +256%, ATK/DEF/MAG/MND +64%"
379,Robe of Lords,sub,0,0,2.0,0,0,0,0,288.0,0,100.0,0,0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,,"The best robe. Grants Wind immunity, and more vitally, increases Speed,","Strength, Spirit and Magic by 1. The only body equip that raises Strength","and Speed for casters. If you want maxed stats, don't level without these.",MP +2 MAG +288% SPD +100% WND +128 HVY +60
380,Noblesse Oblige Cellphone,sub,160.0,0,0,0,2.0,0,0,0,0,144.0,20.0,0,0,0,0,0,0,0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,Special cellphone with \10b stored in digital credit form. Use it to talk,with a concierge to spend credits for wishes. Wishes can cause accidents at,"airports or assist murders, but don't go bankrupt before you ""save Japan.""",HP +160% TP +2 SPD +144% EVA +20 All Affinities +36 All Resistances +16
381,Rhododendron Dress,sub,112.0,1.0,0,0,0,112.0,0,222.0,0,112.0,0,0,0,0,0,0,0,0,0,0,64.0,64.0,0,0,64.0,0,0,0,0,0,0,0,0,0,,"The dress worn by the world famous brand's top model, who emerged",victorious in 3 straight Cloth Roads. Tailored with specialities to make,full use of her combat sense and physical strengths. Pure beauty and brawn.,MAG +222% HP/ATK/SPD +112% WND/NTR/DRK +64 HP Recovery Rate +1
382,Ancient Overlord,sub,0,0,0,0,0,199.0,66.0,66.0,0,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0,0,0,40.0,0,40.0,20.0,,The short sword wielded by the king as he fell into madness and started,"slaughtering subjects and countrymen alike. High power, combo hits and","surprising reach. Only lacking in magic, but still overall the best weapon.",ATK/SPD +199% DEF/MAG +66% DRK +72 TRR/DTH +40 DBF +20
383,Demonica,sub,100.0,0,0,0,0,100.0,144.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A futuristic composite device worn by ordinary people during special,"missions. Known as the ""Gold Bucket"" for its polished and beautiful form.","Has a learning AI, making itself progressively stronger with each battle.","DEF +144%, HP/ATK/MAG/MND/SPD +100%"
384,Hub.BAT,sub,0,0,2.0,0,2.0,0,144.0,0,144.0,210.0,24.0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,,A key item that allows transformation into the ultimate Navi. Gives access,"to four different styles at the same time, and powerful special effects",as well. Has a large HP penalty attached though. Hard to get in all games.,MP +2 TP+2 SPD +210% DEF/MND +144% EVA +24 FIR/CLD/WND/NTR +50
385,Deity Emperor's Uniform,sub,150.0,0,0,0,0,0,150.0,200.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,0,0,0,0,0,0,25.0,0,25.0,,The white school uniform worn by a student who gained all sorts of powers,"and suddenly proclaimed himself as the ""Deity Emperor."" Not that he used it",well - he's easy to beat in battle. Should've used them to fix his complex.,MAG/MND +200% HP/DEF +150% MYS/SPI/DRK +50 SIL/DBF +25
386,Hrathnir,sub,0,0,0,0,0,232.0,232.0,0,144.0,144.0,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,64.0,0,0,0,0,0,0,0,0,,A sword with its own will. Its holder becomes recognized as a legendary,"knight. Casts LORTO with no limits, but its faster to just",whack them with the sword. The only item with a single non-generic name.,ATK/DEF +232% MND/SPD +144% WND/PHY +64
387,Rasklapanje's Parasite,sub,322.0,2.0,0,0,0,56.0,56.0,56.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,24.0,0,,The leech-like controller inside the body of the lovable mascot.,"Can detach its body parts to attack you even after you destroy its innards,","and comes in packs. Even if you kill all of one, it just resurrects later.",HP +322% HP Recovery Rate +2 ATK/DEF/MAG/MND +56% TRR/DTH +24
388,TNT Paranoia,sub,132.0,0,0,0,0,300.0,0,0,0,132.0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A brutal Soldier-only weapon. Fires large amounts of explosives upwards,","bringing a rain of explosions. Not that strong against a single enemy, but",great against groups. Almost required to clear the endgame no-tanks areas.,ATK +300% HP/SPD +132% FIR +50
389,Excalibolg,sub,216.0,0,0,0,0,216.0,0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,64.0,0,0,0,0,0,0,0,0,,A weapon with a name that was obviously two famous you-know-whats,mashed together. Looks like a spiked club. Often smashes a human's upper,"body into tiny bits, but no one knows if it's due to the weapon or user.",HP/ATK/MAG +216% SPI/PHY +64
390,Fatima,sub,0,0,0,0,0,0,0,188.0,277.0,277.0,24.0,0,0,0,0,0,0,0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A computer displayed in human form, embedded in a robot's head. Used to","eclipse Haro as the highest mobility item, but with its series rarely","appearing and its own lore retconned, it hasn't been used any more.",MAG +188% MND/SPD +277% EVA +24 FIR/CLD/WND +40
391,Philosopher's Stone,sub,164.0,0,2.0,0,0,0,0,278.0,278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,0,0,0,0,0,32.0,,The ultra-rare item with so many depictions finally appears in Gensokyo.,"It may be mercury, a red light, a blue stone, or even an item that casts","healing magic. Given its name, it must enhance magic power somehow.",HP +164% MP +2 MAG/MND +278% MYS +64 DBF +32
392,National Defense Divinity,sub,0,0,0,0,0,188.0,188.0,188.0,188.0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,0,0,0,56.0,0,0,0,0,0,0,0,0,0,,Demons summoned from the Imperial Army in WW2. They're more like,"divine or heroic spirits, each one representing a powerful being in eastern",legend. They have a way with words - some of their lines are very quotable.,ATK/DEF/MAG/MND +188% CLD/WND/DRK +56
393,Uruncel Blade,sub,0,0,1.0,0,2.0,278.0,0,188.0,0,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,,"A dagger that raises ATK and MAG, gives +10% to all stats, gives an extra","hit per attack, and has a hidden Growth R effect. The more you use it, the",stronger it gets. Possibly the strongest weapon in the game. Poor Chaos.,MP +1 TP +2 ATK +278% MAG/SPD +188% PHY +50
394,Arturos Gem,sub,156.0,0,0,0,0,156.0,156.0,156.0,156.0,156.0,0,0,0,0,0,0,0,0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0,0,0,0,0,0,0,0,,A diamond named after the King of the Knights of the Round Table. Gotten,from an enemy who only appears when you're at low HP in the Iron Maiden.,Increases damage greatly against pretty much everything. Basically broken.,All Stats +156% All Affinities +36
395,Unknowns,sub,0,0,0,0,0,312.0,0,0,0,312.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,32.0,32.0,0,0,0,,Unmanned suicide weapons created using ancient technology. Devestated the,land after ending Destroyboy. Proves strength in numbers. The mood created,by the fade-out and BGM as your mecha gets whittled down was incredible.,ATK/SPD +312% EVA +20 HVY/SHK/TRR +32
396,Dark Knight's Armor,sub,128.0,0,0,0,0,0,300.0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,72.0,72.0,0,0,0,0,0,0,36.0,0,,"The armor of the poor cactus, who turns into the Dark Knight if you game","over, or if you beat the game. Its appearance makes it look strong, but","given how unwieldy his controls are, wearing this may not actually help.",HP +128% DEF +300% MND +156% MYS/DRK/PHY +72 DTH +36
397,Zenith Dragon's Heart,sub,199.0,0,0,0,0,0,199.0,199.0,199.0,0,0,0,0,0,0,0,0,0,50.0,0,50.0,0,0,50.0,0,0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,"The heart of the ""almighty"" dragon who gets on the player's nerves in 4 and",shows how useless he is in 5. Can be (difficultly) gotten by dealing 50k HP,damage within 30T. May or may not be related to the Alabast Dragon.,HP/DEF/MAG/MND +199% FIR/WND/SPI +50 All Resistances +20
398,Rubiss Sword,sub,200.0,0,2.0,0,0,200.0,0,250.0,200.0,0,0,0,0,0,0,0,0,0,40.0,40.0,100.0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,,The strongest sword with a fitting name for the curtain-closer of the first,trilogy. Gotten from a secret boss whose conditions are harder to meet than,the actual boss fight. Casts Thordain and is equippable by all classes.,MP +2 MAG +250% HP/ATK/MND +200% FIR/CLD/SPI +40 WND +100
399,Bathus's Claymore,sub,0,0,0,0,0,399.0,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,32.0,32.0,0,0,32.0,0,0,0,,The sword of the world's strongest man. Unleashes a defenses-ignoring AOE,"every turn. Evadable, so reaching the final floor means crazy EVA training.",Get Regalias and Ultimas ready for the 4 equally strong bosses ahead too.,ATK +399% DEF +199% PHY +88 PSN/PAR/TRR +32
400,Gun del Sol - Infinite,sub,444.0,0,2.0,0,2.0,99.0,99.0,99.0,99.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,99.0,0,0,0,0,0,0,0,0,0,,A solar energy gun with the best battery equipped. A wonderful piece of,"equipment that does what it says on the tin, letting you use the Gun Del","Sol freely, but it's far from simple to actually get.",HP +444% MP +2 TP +2 ATK/DEF/MAG/MND/SPD +99% SPI/DRK +99
401,Destructive Falcon Sword,sub,0,0,0,0,0,375.0,0,0,0,375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,,A sword created by abusing a famous bug. A crazy weapon that removes the,curse while keeping the power and even hitting twice per turn. Just don't,"let it revert. Even with it, the endgame is still gonna be tough.",ATK/SPD +375% DTH +50
402,Paladin's Shield,sub,0,0,0,0,0,0,450.0,0,225.0,0,12.0,0,0,0,0,0,0,0,70.0,70.0,0,0,0,70.0,70.0,70.0,0,0,0,0,0,0,0,50.0,,"A strong shield, gotten by equipping the Cursed Shield for 256 battles. Can","teach Ultima, perhaps as a backup if you chose the Ragnarok sword. Can't","be said to be THE best shield pre-remake thanks to the Evade bug, sadly.",DEF +450% MND +225% EVA +12 FIR/CLD/SPI/DRK/PHY +70 DBF +50
403,Andreal Claws,sub,0,0,0,0,4.0,177.0,0,277.0,0,277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,64.0,0,0,,"The strongest claw. As strong as dad's weakest weapons, but some",monsters can only be recruited using these claws with its high rates. Hard,"to get a second pair, so don't lose the story-mandated ones.",TP +4 ATK +177% MAG/SPD +277% TRR/SIL +64
404,"Fairy ""Navi""",sub,166.0,0,2.0,0,0,0,166.0,0,422.0,166.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,72.0,0,0,,Hey! Listen! Listen! Watch out! Hey! Heeeey!  ...Your fairy partner who,hovers around self-explanatory objects and makes an annoying fuss. Whines,in English in every version. Hated across the land and beyond the seas.,MP +2 HP/DEF/SPD +166% MND +422% EVA +24 SPI +100 SIL +72
405,Fanelia,sub,128.0,0,0,0,0,0,0,524.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,,A powerful weapon described in ancient tomes from the era of the gods. Has,"different stats across games, but it's generally a very strong 1-use item,",especially in Episode 1 where it turned the final battle into dead rubber.,MAG +524% HP/MND +128% DRK +100
406,Muramasa Blade!,sub,0,0,0,0,0,599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,56.0,56.0,0,0,0,0,0,0,0,0,,"Unquestionably the strongest weapon, far ahead of the others, but now that","its strength is so famous, its drop rate has been reduced or even removed",entirely in recent versions. Still the top or near the top when it appears.,ATK +599% MYS/DRK/PHY +56
407,Tera Bomb,sub,0,0,0,0,0,222.0,0,344.0,0,222.0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,,Use it to deal incredible amounts of AOE damage. Emphasis on AOE. Using it,just because you made one and seeing your own party die too is like a rite,of passage. Give it the Narrow Range trait to make it simply a strong item.,MAG +344% ATK/SPD +222% FIR +128 SHK +40
408,WH04HL-KRSW,sub,240.0,0,0,0,0,240.0,240.0,240.0,240.0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A laser rifle which overwhelms with its powerful yet voiceless cries. Its,"stats change with each game, but it's usually a strong secret weapon that",bzzt-bzzt-bzzt-boom-boom-boom's you towards 100% parts completion.,All Stats +240%
409,Crimson Lotus Princess,sub,412.0,0,0,0,0,412.0,0,199.0,0,199.0,0,0,0,0,0,0,0,0,144.0,0,0,0,0,0,72.0,0,0,40.0,0,0,40.0,0,40.0,0,,"The pitiable endgame ""* Longsword"" that players treat as the booby prize","while hoping for Ringil. Despite that, 4d5 damage, Chaos and Evil Slayer,","Sharpness, and Bloodsuck makes it top-tier for 1v1s against named demons.",HP/ATK +412% MAG/SPD +199% FIR +144 DRK +72 PAR/TRR/DTH +40
410,Blue Crystal Rod,sub,200.0,0,2.0,0,0,0,200.0,400.0,200.0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,25.0,25.0,0,0,0,0,0,,A staff symbolizing peace for the kingdom. Also called the Pride of God.,"Nowadays, more people know about it from a reference than its own series.","Not as great in GBC, where it has many equals and even betters.",MP +2 MAG +400% HP/DEF/MND +200% CLD +100 PAR/HVY +25
411,Prism Specs,sub,0,0,0,0,0,428.0,0,428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The strongest accessory, giving +50% damage to physical and magic attacks.",...Though the effect doesn't show up in the status screen. Many grade,schoolers probably went for other accessories because of this discrepancy.,ATK/MAG +428%
412,Type-99 Fortified Suit,sub,300.0,0,0,0,3.0,0,300.0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0,0,0,,A super-skintight pilot suit. The Japan Empire put these to official use,in 1999. The trainee one even has things stuck in weird spots and can turn,"invisible, reminding you after several hours that this is an 18+ VN.",TP +3 HP/DEF/MND +300% SHK/TRR/SIL +30
413,Gran Grimoire,sub,0,0,4.0,0,0,0,0,600.0,360.0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0,0,0,0,0,0,0,0,,"A ""grimoire"" with the power to change the world. The magic to change St.","Ivalice into a parallel world, as well as the whole of the Magic Capital",Lea Monde is hidden within. Said to be a myth - but one worth dying for.,MP +4 MAG +600% MND +360% All Affinities +48
414,Necronomicon,sub,360.0,0,0,0,6.0,0,0,480.0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,A forbidden grimoire holding knowledge from the ancients. Reading it might,"throw your sanity points out the window, or saddle you with a 1000-year-old","proud loli, or do other crazy things. Not good for your mental health.",TP +6 HP +360% MAG/MND +480% All Ailments +24
415,Chaos the Darksword,sub,0,0,0,0,0,1680.0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A demonic sword with a potty mouth that can nullify the Invincibility Field,that Fiends and the Archfiend possess. Formerly a perverted thief. A must,"for fighting the demon army, but its owner barely gives a damn about it.",ATK +1680% ACC +32
416,Fundoshi Dimension Coupler,sub,0,0,8.0,0,8.0,0,0,720.0,720.0,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A fundoshi with power accrued from ""Antimatter Worlds"" from all parallel","dimensions, given form via the potential of all of their living beings. Why",it's in a fundoshi shape is unknown. At least it's not a female skeleton.,MP/TP +8 MAG/MND/SPD +720%
417,King's Reason,sub,880.0,0,0,0,0,560.0,560.0,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,0,0,0,0,0,0,0,0,100.0,,"The Reason held by the Demi-Fiend with the King race title, feared as the",the hardest boss in RPG history. Pity the poor heroes constantly dying to,"him. In fact, they're probably asleep and out of MP against him right now.",HP +880% ATK/MAG/DEF +560% DRK +240 DBF +100
418,Parallel Dimension Truth,sub,640.0,0,0,0,0,480.0,880.0,0,400.0,0,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,80.0,0,80.0,0,,A lump of mystery power dropped by the mystery meat triplets in postgame.,"Once imbibed, it grants mysterious power upon the owner. However, if you","want to give it to another, you'd have to wait for it be puked out. Horror!",HP +640% ATK +480% DEF +880% MND +400% ACC +39 SHK/DTH/TRR +80
419,Flower Blade Kikuryusei,sub,368.0,0,0,0,0,368.0,368.0,368.0,0,256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,50.0,0,,A self-regenerating vibroblade made under orders from the Kyomei emperor,to fight the Planeriums. Contains lots of hidden tech. The 27 manufactured,"blades were mostly held by Scenario 11 participants. Now, only 3 remain.",HP/ATK/DEF/MAG +368% SPD+256% PHY +50 DTH +50
420,Ame-no-Habakiri,sub,400.0,0,0,0,0,400.0,400.0,400.0,400.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"One of Japan's three legendary swords, used to slay the Yamata-no-Orochi.",Also known as Worochi-no-Aramasa or Futsushimitama-no-Tsurugi., ,All Stats +400%
421,Winner's Rags,sub,720.0,0,0,0,0,720.0,540.0,0,0,540.0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,32.0,32.0,32.0,0,0,0,0,,The tattered clothing worn by strange people as they train in the depths of,the dungeon. Emits a distinctly abnormal aura of sorts. It's hard to tell,if it's supposed to be worn as a cloak or as normal clothes.,HP/ATK +720% DEF/SPD +540% ACC/EVA +16 PSN/PAR/HVY/SHK +32
422,Regalia,sub,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,0,0,0,0,0,0,0,0,,"Amongst the top-tier accessories forgable with orichalcum and adamantite,","this one stands out as the best of all. Effects vary with the game, but it",generally decreases all damage drastically. Even making one is a pain.,HP +600% All Affinities +172
423,Slayer Robe,sub,0,0,0,0,0,377.0,0,0,0,377.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,80.0,0,0,0,0,64.0,0,0,0,,Armor gotten by defeating that original guy somehow in a hopeless boss fight.,Only (sometimes) winnable by abusing Ether Doublers and raising stats,"as high as they can go. Fortunately, it's not the best armor in the game.",ATK/SPD +377% ACC/EVA +24 DRK/PHY +80 TRR +64
424,Codex of Ultimate Wisdom,sub,0,0,0,0,0,0,400.0,240.0,560.0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,88.0,88.0,0,0,0,0,0,0,0,0,0,0,,Incorporates all existing knowledge. 4's Avatar drew it from the Underworld,and caused its collapse. The game often makes you wonder if what you do is,"really okay, and it usually isn't. In this case, you pay for it in 6.",DEF +400% MAG +240% MND +560% WND/MYS/SPI +88
425,Power Dragon Scalemail,sub,330.0,0,0,0,0,330.0,660.0,0,330.0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,40.0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,,The ultimate armor made from the scales of powerful and ancient,dragons who could crush stars and can murder the final boss as pets.,---,HP/ATK/MND +330% DEF +660% FIR/CLD/WND/NTR +100 MYS/SPI/DRK/PHY +40
426,Machine God Lucifer,sub,666.0,0,0,0,0,666.0,666.0,666.0,666.0,666.0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,66.0,66.0,66.0,0,0,0,0,0,0,0,0,,A techno-organic magical armor created by the Twelve Wise Men of Europa,as a counter against the Augoeides of angels and devils. Often referred to,"as ""Dragon Knight."" A last resort only usable by people with dragon affinity.",All Stats +666% MYS/SPI/DRK/PHY +66
427,Scourge ,sub,0,0,0,0,0,800.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,,A sword wielded in the name of punishment. Brings calamity to its foes.,"Has a high chance of draining 16 levels, inflicting petrify, confusion,","paralysis, dizzy, or death, but it mostly just overkills via pure damage.",ATK +800% DEF +400% PHY +100
428,Potion of Life,sub,1280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,128.0,0,0,0,128.0,128.0,0,,The ultimate HP healing medicine. Heals all stat downs and status effects.,"It also heals 5000 HP, but even at max level, HP is not likely to exceed","1500 or so, and status are usually resisted anyways. Surprisingly useless.",HP +1280% PSN/PAR/SIL/DTH +128
429,Platinum Yendorian Card,sub,299.0,0,4.0,0,4.0,299.0,299.0,299.0,600.0,299.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A tourist-only artifact. Increases all stats and speed, gives slayer","effects, and +25 to AC. Also charges valuable staves and wands with nearly",no risk of breaking. Can make tourists even stronger at range than mages.,MP/TP +4 HP/ATK/DEF/MAG/SPD +299% MND +600% EVA +20
430,BFG9000,sub,0,0,0,0,0,480.0,0,480.0,0,480.0,0,0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A weapon that shoots explosive green plasma with a wide AOE. Takes down,"swarms of enemies well. The plasma is not the only damaging part, so skill","is needed for minmaxing. Its full name, ""Big Fucking Gun,"" is awesome too.",ATK/MAG/SPD +480% FIR +120
431,Ringil,sub,0,0,4.0,0,0,360.0,0,0,560.0,560.0,0,32.0,0,0,0,0,0,0,0,100.0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,,Strongest weapon for fighters on par with Vorpal. A legendary sword wielded,by High King Fingolfin to inflict seven unhealable wounds and render the,Dark Lord lame for eternity. Wonderful attack power and gives +10 to speed.,MP +4 ATK +360% MND/SPD +560% ACC +32 CLD/MYS +100
432,Tupsimati,sub,300.0,0,6.0,0,0,0,300.0,800.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,99.0,99.0,0,0,0,0,0,0,0,0,0,,"The ruler's staff, shaped like a horn. Also called the Tablet of Destinies,",it allows control of fate itself. The few holders of this ultra-rare item,will defend against all calamities. May make your smiles more wonderful.,"MP +6, HP/DEF/MND +300% MAG +800% MYS/SPI/DRK +99"
433,Majestic Crown of Chaos,sub,1080.0,0,0,0,0,400.0,1080.0,400.0,0,0,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,0,0,0,0,0,0,0,150.0,0,,"The iron crown atop the head of the Serpent of Chaos, who brings ruin to","the entire world. Does have great stats, but anti-teleport and eternal",curse makes it pretty much a sad bragging rights reward for all roles.,HP/DEF +1080% ATK/MAG +400% ACC +66 DRK +300 DTH +150
434,Jewel of Judgement,sub,999.0,0,8.0,0,0,0,0,1440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,,"The eye of the Serpent of Chaos, torn from it during a deathly duel with","the Unicorn of Order. A magic item with untold power, but only usable by","masters of The Pattern, which has claimed many adept dimension travelers.",MP +8 HP +999% MAG +1440% TRR/SIL/DTH/DBF +50
