Character,CharID,Name,ID,awakening,Cost,Max Lvl,Description,HP,MP,TP,ATK,DEF,MAG,MND,SPD,EVA,ACC,AFF,RES
Eirin Yagokoro,30,Cooling Down,23,False,12,2,"If the skill holder concentrates with full HP, The amount of MP recovered is multiplied by (1 + SLv)",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Pharmacist's Poison Mixing,24,False,10,1,"Adds a Poison effect to all of the user's attacks, and attacks that already inflicted Poison have their effect increased. (25% infliction rate, 5000 strength)",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Thousand Year Exile,25,False,10,1,"Eirin's Speed is increased by 66% when on the reserve party, increasing her HP and MP recovery rate.",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Special Endurance Medicine,26,True,10,10,"Increase all of the user's elemental affinities by (SLv * 6), and ailment resistances by (SLv * 4).",0,0,0,0,0,0,0,0,0,0,6,4
Eirin Yagokoro,30,Lunar Sage's Wisdom,27,True,8,10,"Mercury Sea and Omoikane's Device will do (SLv * 10)% more damage to enemies under PSN, PAR or TRR.",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Fatal Poison Mixing,28,True,56,1,Pharmacist's Poison Mixing's Poison effect is stronger. (increased to 70% infliction rate and 10000 strength),0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,MP Boost,1,False,2,5,Increases Maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Speed Boost,7,False,2,5,Increases Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Residents of Eientei,20,False,5,2,"While Reisen is on the front line, if Kaguya and/or Eirin are on the front line, Reisen's stats will be increased by (SLv * 7) % per members on the front line, excluding Reisen. This can only takes effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,People of the Moon,21,False,8,1,"Reisen's attacks will ignore 50% of the enemy's defenses. When she takes a turn, there is a 75% chance to consume 1 MP.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Final Blow,22,False,5,2,"When Reisen attacks an enemy affected by a status effect, that attack's damage is increased by (SLv * 16)%.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Broad Mind Modulation,23,False,5,2,"When Reisen takes a turn, she has a chance to inflict a (SLv * 6)% MND debuff on each enemy.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Wavelength of Insanity,24,False,5,2,"When Reisen is on the front line, all allies on the front line take (SLv * 15)% less Mystic damage.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Intense Vertigo,25,False,10,1,"While Reisen is on the front line, all ally attacks will ignore 20% of the enemies' ailment and debuff resistances.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Mountain Vaporous Red Eyes,26,True,50,1,"If People of the Moon is learned, there is a 20% chance to completely ignore enemy Mind and ailment/debuff resistances (other than DTH) when attacking.",0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Enhanced Mind Modulation,27,True,60,1,Broad Mind Modulation's MND debuffing effect is further increased by 6%.,0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Grand Vertigo,28,True,80,1,Improves Intense Vertigo to pierce enemy resistance even further (~30%).,0,0,0,0,0,0,0,0,0,0,0,0
Reisen Udongein Inaba,31,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Defense Boost,4,False,2,5,Increases Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Believers of Moriya,20,False,5,2,"While Sanae is on the front line, if Suwako and/or Kanako are on the front line, Sanae's stats will be increased by (SLv * 8) % per members on the front line, excluding herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Expansion of Conciousness,21,False,12,2,Increase MP Recovery Rate by (SLv * 1),0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Last Wish,22,False,5,2,"If Sanae gets KO'd, all other characters on the front line will receive a (SLv * 33)% buff to all their stats.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Moriya's Divine Protection,23,False,5,2,"At the end of battle, gives a (SLv * 14)% chance to restore 1 TP to all four active members. This can take effect even if Sanae is not on the front line.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Power of the Living God,24,False,5,2,"When Sanae is on the front line, increase Spirit damage output by (SLv * 15)% for all frontliners.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Youkai Buster,25,False,5,2,Damage against Youkai-Type enemies is increased by (SLv * 10)% if Sanae is on the front line. The bonus doesn't stack with similar effects.,0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Miracle of Fafrotskies,26,True,60,1,"When the user receives a turn, restore 1 MP to all frontliners. For every two frontliners whose MP is below 50%, the MP recovery is increased by 1.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Sacrificial Shrine Maiden,27,True,40,1,"When Last Wish activates, backliners will receive half of its buffing effect as well. Also, Moriya's Protection's activation rate is slightly increased.",0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Super Youkai Buster,28,True,40,2,Youkai Buster's damage bonus against Youkai enemies increases by a further (SLv * 8)% (stacks multiplicatively with Youkai Buster's bonus). This effect extends to the entire frontline.,0,0,0,0,0,0,0,0,0,0,0,0
Sanae Kochiya,32,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,HP Boost,0,False,2,5,Increase base HP.,0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Defense Boost,4,False,2,5,Increase Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Magic Boost,5,False,2,5,Increase Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Hisouten Guard,20,False,5,2,"While Tenshi is on the front line, Iku's Defense and Mind are increased by (SLv * 20)%.",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Magic Counter,21,False,4,3,(SLv * 33)% chance to counter magical enemy attacks with an empowered Normal Attack (156.25% MAG - 62.5% T.MND).,0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Hagoromo Like Sky,22,False,4,2,"Normal attacks will bypass (SLv * 40) % of the enemy's Defense/Mind, and deal (SLv * 20) % more damage (also affects Magic Counter).",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Flexibility,23,False,7,1,"When Iku receives a Defense/Mind debuff, that debuff is instead calculated as a buff of the same magnitude.",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Supple Hagoromo,24,False,5,2,"When Iku is on the front line, allies have a (SLv * 20)% reduced chance of being inflicted with the Paralysis status, if any ally gets inflicted with the Paralysis status, its duration is also reduced by (SLv * 20)%.",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Heavenly Maiden's Blow,25,False,7,1,"If Iku attacks an enemy affected by a Mind Debuff, the damage will be calculated as if the debuff was doubled.",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Lightning Fish,26,False,10,6,(Plus Disk only) Increase the user's base SPD by (SLv * 4).,0,0,0,0,0,0,0,4,0,0,0,0
Iku Nagae,33,Magic Counter+,27,True,80,1,Magic Counter will deal more damage (formula changed to: 272.25% MAG - 82.5% T.MND).,0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Thunder in the Abtruse Clouds,28,True,40,1,"Increase the user's PAR resistance by 128. When the user takes a turn while a frontliner is paralyzed, remove the paralysis and buff both that frontliner and the user's all stats by 20%. (Bug: Iku gets the additional PAR resistance when she awakens even if she hasn't learned the skill)",0,0,0,0,0,0,0,0,0,0,0,0
Iku Nagae,33,Pearl of the 5-Clawed Dragon,29,True,66,3,The user's base MAG is increased by (SLv * 8).,0,0,0,0,0,8,0,0,0,0,0,0
Suika Ibuki,34,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Resistance Boost,11,False,2,5,Increases Ailment Resistances.,0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Ibuki Gourd,20,False,8,2,"Every time Suika takes a turn, she will either recover (SLv * 10)% HP, recover (SLv) MP or have either her Attack, Defense, Mind or Speed buffed by (SLv * 10)%.",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Free-Spirited Oni,21,False,12,1,"The more the enemy gets on low health, the more damage Suika will do to the enemy. The damage bonus will go up to 66% proportionally to the health of the enemy, no damage bonus will be given when the enemy is at full HP.",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Fog Labyrinth,22,False,5,2,"While Suika is on the front line, all active party members will have their Evasion and Accuracy increased by (SLv * 10)%",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Art of Oni Binding,23,False,4,3,"When Suika takes a turn, she has a 60% chance to inflict a (SLv * 500) strength Paralysis on all enemies. Chance increased to 100% and strength to (SLv * 800) against Oni-Type enemies.",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Encounter with a Strong Foe,24,False,10,1,"If the user does not defeat an enemy after attacking it, give a 7% buff to all of the user's stats.(Bug: works even when the user doesn't attack the enemy, such as with Auxiliary spells or Concentrating, though it doesn't work with Form Change)",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Earth Spirit -Dense-,25,True,40,1,"When the user receives a turn, all frontliners with full HP receive a 7% buff to MAG, MND, and SPD.",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Pandemonic Sprinkle,26,True,30,8,"When the user attacks while having full HP, increase damage done by (SLv * 5)%.",0,0,0,0,0,0,0,0,0,0,0,0
Suika Ibuki,34,Four Deva of Mt. Ooe?,27,True,25,2,"When at least 2 of Kasen, Yuugi and Suika are in front, the user's all stats are increased by (SLv * 7)% for each member in front excluding herself. This can only take effect if at least one ally or enemy has acted in battle.",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,MP Boost,1,False,2,5,Increases Maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Speed Boost,7,False,2,5,Increases Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Yakumo Clan,20,False,5,2,"While Ran is on the front line, if Chen and/or Yukari are on the front line, Ran's stats will be increased by (SLv * 8) % per members on the front line, excluding herself.",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Ability to Use Shikigamis,21,False,7,1,"If Ran uses Concentrate while Chen is on the front line, Chen will have all her stats (including ACC and EVA) buffed by 66%.",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Super-Fast Hard Arithmetic,22,False,20,1,"Banquet of General Gods and Eighty Million Holy Boards will have their MP cost doubled, but they will affect all party members, including those in the back. The strength of the buffs, and any healing attached to them will be halved for the characters in the back (buffs on the reserve characters won't be increased by buff strengthening passives or equipment).",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Expansion of Conciousness,23,False,12,2,Increase MP Recovery Rate by (SLv * 1),0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Cooling Down,24,False,12,2,"If the skill holder Concentrates with full HP, the amount of MP recovered is multiplied by (1 + SLv)",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Shikigami Defense,25,False,25,1,"(Plus Disk only) When the user is attacked, there is a 50% chance to halve the received damage. When this effect activates, remove 1 MP.",0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Hermit Fox Thoughts,26,True,6,10,Increase the user's maximum MP by (SLv * 1).,0,1,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Kokkuri's Contract,27,True,4,40,Super-Fast Hard Arithmetic will have a (SLv)% chance of not halving the effects of Banquet of General Gods or Eighty Million Holy Boards on the back row.,0,0,0,0,0,0,0,0,0,0,0,0
Ran Yakumo,35,Fried Tofu Power-Up,28,True,15,8,Increase the user's all base stats by (SLv * 2).,2,0,0,2,2,2,2,2,0,0,0,0
Ran Yakumo,35,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,HP Boost,0,False,2,5,Increases Maximum HP.,0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Speed Boost,7,False,2,5,Increases Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,SDM Residents,20,False,5,2,"While Remilia is on the front line, if any other residents of the Scarlet Devil Mansion are on the front line, Remilia's stats will be increased by (SLv * 5) % per members on the front line, excluding herself. This can only takes effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Majesty,21,False,5,2,"When Remilia takes a turn, she will have her Attack, Defense, Magic, Mind and Speed buffed by (SLv * 3) %",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Beat Down,22,False,6,2,"When Remilia defeats an enemy, she recovers (SLv) MP and receives a (SLv * 8)% buff to all stats. Does not stack if 2 or more enemies are defeated at the same time.",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Last Fortress,23,False,10,1,Increases Remilia's stats for every character downed in battle. (~4% stat increase per character),0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Impact Attack,24,False,10,1,"Adds a Shock effect to all attacks, and attacks that already inflicted Shock have their effect increased.(25% infliction rate)",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Adversity,25,False,5,2,"While Remilia is affected by an ailment or debuff, her damage will be increased by (SLv * 10)%.",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Mental Concentration,26,False,4,4,Increases MP regained from Concentrate by (SLv * 1).,0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Bloodsuck,27,True,50,1,"When the user attacks, restore 16% of user's HP. Additionally, if the attack was single-target, buff user's all stats by 8% and increase the damage done by 16%.",0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Proof of Kinship,28,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Remilia Scarlet,36,Piercing Attack,29,True,5,2,"Whenever an attack deals 0 damage due to the enemies' defenses, (SLv * 20)% of the attack's pre-defence, pre-multiplier damage will be dealt instead.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,MP Boost,1,False,2,5,Increases Maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Speed Boost,7,False,2,5,Increases Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,SDM Residents,20,False,5,2,"While Sakuya is on the front line, if any other residents of the Scarlet Devil Mansion are on the front line, Sakuya's stats will be increased by (SLv * 5) % per members on the front line, excluding herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,An Eye for an Eye,21,False,5,2,"When Sakuya takes damage from an enemy's attack, she receives a (SLv * 5) buff to her Attack.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Flashing Murder,22,False,10,1,"All attacks will be able to inflict Paralysis, and attacks that already inflict Paralysis have their effect increased. (25% infliction rate, 5000 strength).",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Piercing Attack,23,False,5,2,"Whenever an attack deals 0 damage due to the enemies' defenses, (SLv * 20)% of the attack's pre-defense, pre-multiplier damage will be dealt instead.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Dexterity,24,False,7,1,"When Sakuya receives an Attack/Magic debuff, that debuff is instead calculated as a buff of the same magnitude.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Extra Attack,25,False,7,2,"When Sakuya attacks, uses a spellcard, or Concentrates, she has a (SLv * 16)% chance to immediately repeat that action. If the original action consumed MP, the repeat action will not. Plus Disk increases the cost from 7 to 12, makes the repeated action consume half of the original MP cost and reduces the activation rate for subclass spells to 2/3 of the base chance.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Jack the Ludo Bile,26,False,30,1,"(Plus Disk only) If the user has a SPD buff, her ATK is increased by 1/3 of the magnitude of her SPD buff.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Jack the Ripper's Silver Knife,27,True,60,1,"When the user receives a turn, increase Jack the Ripper counter by 1. When attacking, the damage is increased by (counter * 5)%. When the user is attacked, the existing counter is halved. The counter maxes at 20.",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Sakuya's World,28,True,128,1,"Private Square's PAR effect is increased to (3300+SLv*300) (goes from 3600 at level 1 to 4800 at level 5). Also, when the user is in the front, the duration of enemy irresistable PAR-inducing attacks will be greatly reduced (PAR duration is reduced by ~90%).",0,0,0,0,0,0,0,0,0,0,0,0
Sakuya Izayoi,37,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,HP Boost,0,False,2,5,Increases Maximum HP.,0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Defense Boost,4,False,2,5,Increases Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Believers of the Moriya,20,False,5,2,"While Kanako is on the front line, if Suwako and/or Sanae are on the front line, Kanako's stats will be increased by (SLv * 8) % per members on the front line, excluding herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Majesty,21,False,5,2,"When Kanako takes a turn, she will have her Attack, Defense, Magic, Mind and Speed buffed by (SLv * 3) %",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Strong Faith,22,False,4,3,"If Kanako's HP is lower than 66% when her turn comes, she will gain (SLv) MP.",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Sky Creation,23,False,5,2,"If there are 4 party members on the front line and Kanako is placed on the far right, her damage will be increased by (SLv * 16) %.",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Desperation,24,False,5,2,"When Kanako's HP is less than (20 + SLv * 20)%, all stats are increased by 25%.",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Sacred Authority of the Gods,25,True,25,5,"When the user uses Mad Dance on Medoteko, increase Onbashira counter by 1. Increase user's damage output by (counter * 10)% and decrease user's damage intake by (counter * 5)%. The counter maxes at 5.",0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Majesty+,26,True,20,3,Majesty's all buff will be increased by (SLv)%.,0,0,0,0,0,0,0,0,0,0,0,0
Kanako Yasaka,38,Proof of Kinship,27,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,MP Boost,1,False,2,5,Increases Maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Believers of the Moriya,20,False,5,2,"While Suwako is on the front line, if Kanako and/or Sanae are on the front line, Suwako's stats will be increased by (SLv * 8) % per members on the front line, excluding herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Earth Creation,21,False,4,3,"If there are 4 party members on the front line and Suwako is placed on the far left, her damage will be increased by (SLv * 12) %.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Froggy Power!,22,False,5,2,"When Suwako is on the front line, increase Nature damage output by (SLv * 15)% for all frontliners.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Native God of Earth,23,False,10,1,"If Suwako retreats to the reserve party with less than 66% HP, she will consume 1 TP to fully recover her HP. This effect doesn't happen if she doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Quickwitted,24,False,7,1,"When Suwako receives a Speed debuff, that debuff is instead calculated as a buff of the same magnitude.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Froggy's Hibernation,25,True,30,5,"When the user receives a turn in the back, increase Hibernation counter by 1. When the user attacks, receive a damage bonus of (counter * 20)%, and remove the counter. The counter maxes at SLv.",0,0,0,0,0,0,0,0,0,0,0,0
Suwako Moriya,39,Chytridiomycosis Resistance,26,True,8,10,Increase the user's ailments resistance by (SLv * 5) and HP by (SLv * 1.5).,1.5,0,0,0,0,0,0,0,0,0,0,5
Suwako Moriya,39,Proof of Kinship,27,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Tenshi Hinanawi,40,TP Boost,2,False,2,5,Increases Maximum TP.,0,0,0,0,0,0,0,0,0,0,0,0
Tenshi Hinanawi,40,Affinity Boost,10,False,2,5,Increases Elemental Resistances.,0,0,0,0,0,0,0,0,0,0,0,0
Tenshi Hinanawi,40,Resistance Boost,11,False,2,5,Increases Ailment Resistances.,0,0,0,0,0,0,0,0,0,0,0,0
Tenshi Hinanawi,40,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Tenshi Hinanawi,40,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
